"Credit_Limit","Attrition_Flag"
2543,Existing Customer
3462,Existing Customer
1699,Existing Customer
4429,Existing Customer
2418,Existing Customer
2086,Existing Customer
1899,Attrited Customer
7564,Existing Customer
13116,Existing Customer
1438,Existing Customer
3716,Existing Customer
2006,Attrited Customer
2948,Existing Customer
1438,Existing Customer
4669,Existing Customer
13994,Existing Customer
8760,Attrited Customer
1688,Existing Customer
4534,Existing Customer
3545,Existing Customer
1857,Existing Customer
1438,Existing Customer
1438,Attrited Customer
9357,Existing Customer
2423,Existing Customer
1936,Existing Customer
1783,Existing Customer
1438,Existing Customer
10580,Existing Customer
1656,Existing Customer
3279,Existing Customer
2578,Existing Customer
4068,Existing Customer
2128,Attrited Customer
2704,Attrited Customer
9909,Attrited Customer
1665,Existing Customer
1656,Attrited Customer
2012,Existing Customer
2837,Existing Customer
1709,Existing Customer
24028,Existing Customer
9124,Existing Customer
1936,Existing Customer
8051,Existing Customer
3635,Existing Customer
2532,Existing Customer
4304,Attrited Customer
1830,Existing Customer
7607,Existing Customer
2060,Attrited Customer
1438,Existing Customer
3126,Existing Customer
6885,Existing Customer
2787,Existing Customer
1867,Existing Customer
2473,Attrited Customer
4640,Existing Customer
2712,Existing Customer
1438,Existing Customer
14409,Attrited Customer
1665,Attrited Customer
2639,Existing Customer
2338,Existing Customer
2774,Existing Customer
2317,Existing Customer
2239,Existing Customer
2225,Existing Customer
1519,Existing Customer
2141,Existing Customer
2616,Existing Customer
5494,Existing Customer
2003,Attrited Customer
2092,Existing Customer
6606,Existing Customer
7075,Existing Customer
4274,Existing Customer
2317,Existing Customer
1438,Attrited Customer
2888,Existing Customer
1438,Attrited Customer
1720,Attrited Customer
3881,Existing Customer
3899,Attrited Customer
2422,Attrited Customer
11964,Existing Customer
33142,Existing Customer
34516,Existing Customer
3454,Attrited Customer
2732,Existing Customer
1687,Existing Customer
3523,Attrited Customer
5773,Existing Customer
3976,Existing Customer
2679,Existing Customer
1536,Existing Customer
2375,Existing Customer
2719,Existing Customer
3369,Existing Customer
3173,Existing Customer
2140,Attrited Customer
2258,Existing Customer
2423,Existing Customer
2376,Existing Customer
1690,Existing Customer
8583,Attrited Customer
2996,Existing Customer
34516,Existing Customer
11316,Attrited Customer
1438,Existing Customer
11362,Existing Customer
9117,Existing Customer
8787,Existing Customer
27436,Existing Customer
2195,Existing Customer
13734,Existing Customer
2731,Existing Customer
2453,Existing Customer
2644,Existing Customer
34516,Attrited Customer
4575,Existing Customer
4860,Existing Customer
1438,Existing Customer
1438,Existing Customer
24512,Existing Customer
1654,Attrited Customer
21430,Existing Customer
34516,Existing Customer
1438,Existing Customer
2800,Existing Customer
3117,Existing Customer
2558,Existing Customer
10061,Attrited Customer
3147,Existing Customer
2712,Existing Customer
1438,Existing Customer
3281,Existing Customer
1438,Attrited Customer
2469,Existing Customer
2763,Existing Customer
2081,Existing Customer
1737,Existing Customer
9234,Attrited Customer
2684,Existing Customer
2151,Existing Customer
2749,Existing Customer
1980,Existing Customer
4232,Attrited Customer
1438,Existing Customer
3302,Attrited Customer
1457,Attrited Customer
3650,Existing Customer
7327,Attrited Customer
13324,Existing Customer
1770,Existing Customer
2170,Existing Customer
5363,Existing Customer
3206,Existing Customer
2566,Existing Customer
1438,Existing Customer
6812,Attrited Customer
2700,Existing Customer
4332,Existing Customer
1783,Existing Customer
11761,Existing Customer
2340,Existing Customer
2859,Existing Customer
2523,Existing Customer
4776,Existing Customer
2697,Existing Customer
3542,Existing Customer
34516,Attrited Customer
1764,Attrited Customer
3492,Attrited Customer
2977,Attrited Customer
30976,Existing Customer
2810,Existing Customer
8997,Existing Customer
2002,Existing Customer
4998,Existing Customer
2310,Existing Customer
3892,Existing Customer
2345,Existing Customer
2135,Existing Customer
3397,Existing Customer
19719,Existing Customer
31733,Existing Customer
1438,Attrited Customer
1638,Attrited Customer
2775,Existing Customer
2547,Attrited Customer
19838,Existing Customer
1789,Attrited Customer
2284,Existing Customer
11535,Existing Customer
30186,Existing Customer
4038,Existing Customer
2078,Existing Customer
1571,Existing Customer
4726,Existing Customer
34516,Existing Customer
1438,Existing Customer
4312,Attrited Customer
2679,Existing Customer
34516,Existing Customer
3378,Existing Customer
1793,Existing Customer
2228,Existing Customer
2577,Existing Customer
1462,Attrited Customer
4038,Attrited Customer
7201,Existing Customer
1883,Existing Customer
3308,Existing Customer
2022,Existing Customer
8597,Existing Customer
3400,Existing Customer
2405,Existing Customer
34516,Attrited Customer
8241,Existing Customer
1438,Existing Customer
2359,Existing Customer
1790,Existing Customer
2247,Attrited Customer
3624,Existing Customer
1438,Existing Customer
2901,Existing Customer
9759,Existing Customer
2525,Existing Customer
2737,Existing Customer
19262,Existing Customer
2706,Existing Customer
3263,Existing Customer
3281,Attrited Customer
8169,Existing Customer
3276,Existing Customer
1438,Existing Customer
1694,Attrited Customer
1636,Existing Customer
1449,Existing Customer
1513,Existing Customer
1438,Attrited Customer
4120,Existing Customer
2016,Existing Customer
2509,Attrited Customer
3511,Existing Customer
2751,Existing Customer
2426,Existing Customer
12230,Existing Customer
7328,Existing Customer
3046,Existing Customer
16207,Existing Customer
5950,Existing Customer
2902,Existing Customer
1585,Existing Customer
2899,Existing Customer
15525,Existing Customer
2118,Existing Customer
2275,Existing Customer
2601,Existing Customer
4642,Existing Customer
1438,Existing Customer
2636,Existing Customer
3743,Existing Customer
1438,Existing Customer
4130,Attrited Customer
3900,Existing Customer
6236,Existing Customer
1615,Attrited Customer
2033,Existing Customer
1511,Existing Customer
4010,Existing Customer
1669,Existing Customer
3052,Attrited Customer
1978,Existing Customer
1438,Existing Customer
1606,Existing Customer
2406,Existing Customer
2796,Attrited Customer
3554,Attrited Customer
1576,Attrited Customer
1438,Existing Customer
2973,Existing Customer
1438,Attrited Customer
2896,Existing Customer
2157,Existing Customer
13840,Existing Customer
2289,Existing Customer
3022,Attrited Customer
12935,Existing Customer
1438,Attrited Customer
2256,Existing Customer
1516,Attrited Customer
5826,Existing Customer
10190,Existing Customer
2035,Existing Customer
1833,Attrited Customer
1623,Existing Customer
4490,Existing Customer
11062,Existing Customer
1574,Attrited Customer
2370,Existing Customer
2658,Existing Customer
2300,Attrited Customer
2368,Existing Customer
2883,Existing Customer
7135,Existing Customer
1438,Existing Customer
3743,Existing Customer
6059,Existing Customer
2577,Existing Customer
3761,Existing Customer
1572,Attrited Customer
4402,Existing Customer
6602,Existing Customer
1900,Attrited Customer
3455,Existing Customer
18123,Existing Customer
2295,Existing Customer
1518,Existing Customer
1776,Existing Customer
1968,Existing Customer
1860,Existing Customer
2684,Existing Customer
2180,Existing Customer
1661,Attrited Customer
1679,Existing Customer
1691,Attrited Customer
2888,Existing Customer
1871,Existing Customer
4959,Existing Customer
10374,Existing Customer
1438,Existing Customer
1644,Attrited Customer
2283,Existing Customer
1438,Existing Customer
1438,Existing Customer
1760,Attrited Customer
2049,Existing Customer
1670,Attrited Customer
3030,Existing Customer
2755,Existing Customer
8783,Existing Customer
1861,Existing Customer
13709,Attrited Customer
17285,Existing Customer
1438,Existing Customer
7866,Existing Customer
2190,Existing Customer
4829,Existing Customer
3210,Existing Customer
1755,Existing Customer
1438,Existing Customer
6043,Existing Customer
6348,Attrited Customer
1438,Existing Customer
17239,Attrited Customer
1636,Existing Customer
14201,Attrited Customer
2019,Existing Customer
1849,Existing Customer
2540,Existing Customer
13565,Existing Customer
6332,Attrited Customer
6062,Existing Customer
2897,Existing Customer
13407,Existing Customer
1438,Attrited Customer
2030,Existing Customer
3146,Attrited Customer
5302,Existing Customer
4328,Existing Customer
2238,Existing Customer
2658,Existing Customer
9090,Existing Customer
1438,Existing Customer
1438,Attrited Customer
2792,Existing Customer
2900,Existing Customer
2267,Existing Customer
4189,Existing Customer
12890,Attrited Customer
2759,Existing Customer
1787,Attrited Customer
6854,Existing Customer
2904,Attrited Customer
5293,Existing Customer
1781,Existing Customer
34516,Existing Customer
4375,Attrited Customer
2111,Attrited Customer
3123,Existing Customer
8374,Existing Customer
15713,Existing Customer
6925,Attrited Customer
1630,Existing Customer
1538,Attrited Customer
22639,Existing Customer
2452,Existing Customer
9924,Attrited Customer
2586,Existing Customer
1655,Existing Customer
2768,Existing Customer
25658,Existing Customer
4410,Attrited Customer
1438,Existing Customer
2441,Existing Customer
1836,Attrited Customer
2560,Existing Customer
32733,Existing Customer
2964,Attrited Customer
34516,Existing Customer
1438,Existing Customer
2020,Existing Customer
1994,Existing Customer
3290,Existing Customer
3035,Existing Customer
2407,Existing Customer
1781,Attrited Customer
3680,Attrited Customer
4311,Existing Customer
1931,Existing Customer
3604,Existing Customer
2190,Existing Customer
3413,Existing Customer
3595,Existing Customer
9036,Existing Customer
2315,Existing Customer
34516,Existing Customer
4008,Existing Customer
3143,Existing Customer
3427,Attrited Customer
2699,Existing Customer
1538,Existing Customer
5573,Existing Customer
34516,Attrited Customer
11698,Existing Customer
8318,Attrited Customer
1503,Existing Customer
1438,Existing Customer
9094,Existing Customer
6362,Existing Customer
2927,Attrited Customer
9030,Existing Customer
1877,Attrited Customer
1438,Existing Customer
9577,Existing Customer
5427,Existing Customer
5913,Attrited Customer
2867,Attrited Customer
2506,Existing Customer
1693,Existing Customer
2437,Attrited Customer
1438,Existing Customer
3913,Existing Customer
4953,Existing Customer
5724,Existing Customer
1438,Existing Customer
1451,Attrited Customer
1438,Attrited Customer
3291,Existing Customer
2137,Existing Customer
1438,Attrited Customer
1804,Existing Customer
19724,Existing Customer
3949,Existing Customer
1682,Attrited Customer
1724,Attrited Customer
2372,Existing Customer
4642,Existing Customer
2765,Existing Customer
3150,Existing Customer
2570,Existing Customer
4386,Existing Customer
2411,Existing Customer
6397,Attrited Customer
2608,Existing Customer
4409,Existing Customer
10033,Existing Customer
1641,Attrited Customer
2454,Existing Customer
1978,Existing Customer
5464,Existing Customer
5951,Existing Customer
2381,Existing Customer
11596,Existing Customer
5162,Existing Customer
25276,Attrited Customer
1939,Existing Customer
2788,Existing Customer
1438,Existing Customer
3119,Attrited Customer
2803,Attrited Customer
2866,Existing Customer
1878,Existing Customer
2712,Existing Customer
34516,Attrited Customer
6169,Existing Customer
6205,Existing Customer
1438,Existing Customer
2811,Attrited Customer
1939,Existing Customer
2965,Existing Customer
4049,Existing Customer
2669,Attrited Customer
1951,Attrited Customer
1528,Existing Customer
1438,Attrited Customer
6538,Attrited Customer
13032,Existing Customer
2225,Existing Customer
3143,Existing Customer
5013,Existing Customer
3466,Existing Customer
1686,Existing Customer
1626,Existing Customer
1614,Attrited Customer
17523,Attrited Customer
2573,Existing Customer
2900,Existing Customer
2352,Existing Customer
2212,Existing Customer
9642,Attrited Customer
9257,Existing Customer
3606,Existing Customer
1714,Existing Customer
23512,Existing Customer
1605,Attrited Customer
2302,Attrited Customer
13546,Existing Customer
2669,Existing Customer
1502,Existing Customer
2791,Attrited Customer
3499,Existing Customer
1438,Existing Customer
18295,Existing Customer
1568,Existing Customer
2712,Existing Customer
34516,Attrited Customer
2177,Existing Customer
2296,Existing Customer
2435,Existing Customer
1495,Attrited Customer
9220,Attrited Customer
23128,Attrited Customer
4254,Existing Customer
3554,Existing Customer
1798,Existing Customer
2429,Existing Customer
2477,Existing Customer
1536,Existing Customer
2396,Existing Customer
9852,Existing Customer
1579,Existing Customer
1820,Existing Customer
2240,Existing Customer
1773,Existing Customer
1674,Existing Customer
3027,Existing Customer
4210,Existing Customer
10931,Existing Customer
34516,Existing Customer
2637,Existing Customer
2899,Existing Customer
1573,Existing Customer
6184,Attrited Customer
34516,Existing Customer
2626,Existing Customer
1438,Existing Customer
31636,Existing Customer
3889,Attrited Customer
11434,Existing Customer
2790,Existing Customer
14314,Existing Customer
1889,Attrited Customer
1862,Existing Customer
2875,Existing Customer
1763,Attrited Customer
1438,Existing Customer
2623,Existing Customer
1944,Attrited Customer
1438,Attrited Customer
5791,Attrited Customer
1438,Existing Customer
1912,Existing Customer
3159,Attrited Customer
1438,Existing Customer
3429,Existing Customer
12618,Existing Customer
6049,Existing Customer
2533,Existing Customer
2001,Existing Customer
2527,Attrited Customer
2256,Existing Customer
6400,Existing Customer
3347,Existing Customer
2705,Existing Customer
2043,Existing Customer
1912,Existing Customer
3028,Existing Customer
1514,Existing Customer
3103,Existing Customer
2504,Existing Customer
2916,Existing Customer
1633,Existing Customer
5466,Existing Customer
2032,Existing Customer
3933,Existing Customer
3562,Existing Customer
3534,Existing Customer
2402,Existing Customer
2802,Existing Customer
1460,Attrited Customer
2602,Existing Customer
4225,Attrited Customer
2576,Existing Customer
2344,Attrited Customer
2395,Existing Customer
2835,Existing Customer
1438,Existing Customer
1438,Existing Customer
1584,Existing Customer
2676,Existing Customer
1764,Attrited Customer
15569,Existing Customer
1565,Existing Customer
5947,Existing Customer
18821,Existing Customer
1544,Attrited Customer
1755,Existing Customer
1438,Existing Customer
2153,Existing Customer
1684,Attrited Customer
2799,Existing Customer
4461,Existing Customer
2597,Existing Customer
2261,Existing Customer
2822,Existing Customer
3322,Existing Customer
2036,Existing Customer
3747,Existing Customer
2220,Existing Customer
2428,Existing Customer
1850,Existing Customer
16002,Existing Customer
1438,Existing Customer
1533,Existing Customer
1438,Existing Customer
1538,Existing Customer
1572,Existing Customer
1438,Existing Customer
2814,Existing Customer
1495,Attrited Customer
1959,Attrited Customer
2903,Existing Customer
4543,Existing Customer
1535,Existing Customer
3203,Existing Customer
2092,Attrited Customer
2420,Existing Customer
2313,Existing Customer
3059,Existing Customer
2235,Existing Customer
5005,Existing Customer
1628,Attrited Customer
2442,Existing Customer
2429,Existing Customer
2213,Existing Customer
2624,Existing Customer
1976,Existing Customer
3492,Existing Customer
3546,Attrited Customer
1438,Existing Customer
2383,Existing Customer
13587,Existing Customer
3085,Existing Customer
32431,Existing Customer
2207,Existing Customer
6921,Attrited Customer
7596,Existing Customer
6475,Existing Customer
9949,Attrited Customer
2238,Existing Customer
1438,Existing Customer
2670,Existing Customer
1438,Existing Customer
2142,Existing Customer
3382,Existing Customer
1762,Existing Customer
1919,Existing Customer
3054,Existing Customer
4223,Existing Customer
1666,Attrited Customer
2422,Existing Customer
3264,Existing Customer
4565,Existing Customer
1765,Existing Customer
16050,Existing Customer
2188,Existing Customer
1721,Existing Customer
1737,Attrited Customer
2652,Existing Customer
1438,Existing Customer
1438,Existing Customer
2481,Existing Customer
4255,Existing Customer
1438,Existing Customer
4970,Existing Customer
34516,Attrited Customer
4373,Attrited Customer
1561,Existing Customer
1438,Existing Customer
4142,Existing Customer
34516,Attrited Customer
1897,Attrited Customer
3231,Existing Customer
1577,Existing Customer
2300,Existing Customer
2796,Existing Customer
3024,Existing Customer
5293,Existing Customer
2051,Existing Customer
1998,Existing Customer
2968,Existing Customer
2797,Existing Customer
13984,Existing Customer
2505,Existing Customer
2972,Existing Customer
5856,Existing Customer
7182,Existing Customer
5844,Existing Customer
2114,Attrited Customer
8208,Existing Customer
3940,Attrited Customer
5784,Existing Customer
1438,Existing Customer
2255,Existing Customer
9874,Existing Customer
1873,Existing Customer
3288,Attrited Customer
3334,Existing Customer
3299,Existing Customer
2754,Existing Customer
2035,Existing Customer
2642,Existing Customer
28229,Attrited Customer
2973,Existing Customer
1612,Existing Customer
12084,Existing Customer
2930,Existing Customer
2214,Attrited Customer
2292,Existing Customer
2901,Existing Customer
2865,Existing Customer
5302,Existing Customer
6811,Attrited Customer
1438,Existing Customer
2255,Existing Customer
2189,Attrited Customer
2040,Existing Customer
1844,Existing Customer
8404,Existing Customer
1438,Existing Customer
1944,Existing Customer
1438,Existing Customer
4354,Attrited Customer
1857,Existing Customer
9974,Existing Customer
2271,Existing Customer
6519,Existing Customer
1438,Existing Customer
3116,Attrited Customer
1438,Existing Customer
1438,Existing Customer
1438,Existing Customer
17706,Existing Customer
1819,Existing Customer
19350,Existing Customer
3222,Existing Customer
12045,Existing Customer
10587,Attrited Customer
2596,Existing Customer
3008,Existing Customer
3280,Existing Customer
1438,Existing Customer
1438,Existing Customer
2030,Existing Customer
2413,Existing Customer
1438,Attrited Customer
2001,Existing Customer
3031,Attrited Customer
2012,Existing Customer
23034,Existing Customer
1844,Existing Customer
4752,Existing Customer
6114,Attrited Customer
4784,Existing Customer
2667,Existing Customer
2473,Existing Customer
2001,Existing Customer
18232,Existing Customer
2918,Existing Customer
1770,Existing Customer
2265,Existing Customer
3868,Existing Customer
2701,Attrited Customer
2507,Existing Customer
2420,Existing Customer
16547,Attrited Customer
1621,Existing Customer
2173,Attrited Customer
2178,Existing Customer
1438,Existing Customer
2466,Existing Customer
2535,Existing Customer
2385,Existing Customer
2701,Existing Customer
5387,Existing Customer
1438,Attrited Customer
34058,Existing Customer
16290,Existing Customer
1438,Existing Customer
2069,Existing Customer
2802,Attrited Customer
3390,Existing Customer
26690,Existing Customer
2258,Attrited Customer
2768,Existing Customer
14566,Existing Customer
3250,Existing Customer
2353,Existing Customer
1438,Existing Customer
4188,Existing Customer
23542,Attrited Customer
9272,Existing Customer
1967,Existing Customer
1717,Attrited Customer
34516,Existing Customer
5068,Existing Customer
1438,Existing Customer
2697,Existing Customer
1438,Existing Customer
7499,Attrited Customer
8700,Attrited Customer
2692,Existing Customer
2957,Existing Customer
3007,Existing Customer
2990,Existing Customer
9918,Attrited Customer
18551,Existing Customer
1438,Existing Customer
1438,Attrited Customer
10886,Existing Customer
2363,Existing Customer
2802,Existing Customer
1640,Existing Customer
4960,Attrited Customer
4601,Existing Customer
2741,Existing Customer
4152,Attrited Customer
3386,Existing Customer
23209,Existing Customer
12610,Existing Customer
2090,Existing Customer
1610,Existing Customer
2269,Attrited Customer
4036,Existing Customer
1438,Existing Customer
1776,Existing Customer
5640,Existing Customer
2403,Existing Customer
3349,Existing Customer
3173,Attrited Customer
1477,Attrited Customer
2018,Existing Customer
34516,Existing Customer
2915,Existing Customer
1438,Existing Customer
2423,Attrited Customer
11742,Existing Customer
3069,Existing Customer
2517,Existing Customer
2216,Existing Customer
3232,Existing Customer
3478,Existing Customer
1438,Existing Customer
1493,Existing Customer
4244,Existing Customer
2984,Existing Customer
27437,Existing Customer
4166,Existing Customer
1438,Attrited Customer
4432,Existing Customer
2043,Existing Customer
3489,Attrited Customer
2822,Existing Customer
2901,Existing Customer
1594,Existing Customer
2241,Existing Customer
2581,Existing Customer
14713,Existing Customer
2708,Attrited Customer
1681,Existing Customer
1438,Existing Customer
1438,Attrited Customer
4696,Existing Customer
2566,Attrited Customer
4682,Existing Customer
4439,Existing Customer
2689,Existing Customer
11670,Existing Customer
1596,Existing Customer
1590,Existing Customer
4994,Existing Customer
16406,Existing Customer
9109,Existing Customer
1438,Attrited Customer
1757,Existing Customer
2776,Existing Customer
1438,Existing Customer
5015,Attrited Customer
8529,Existing Customer
1604,Existing Customer
2493,Existing Customer
1568,Attrited Customer
1521,Existing Customer
3261,Existing Customer
1723,Existing Customer
1644,Existing Customer
1745,Attrited Customer
3376,Existing Customer
7298,Existing Customer
8383,Attrited Customer
4595,Existing Customer
2795,Existing Customer
1768,Existing Customer
1780,Existing Customer
2987,Existing Customer
1438,Existing Customer
1809,Existing Customer
1586,Attrited Customer
2311,Existing Customer
2109,Existing Customer
1562,Existing Customer
2981,Existing Customer
5295,Existing Customer
4708,Attrited Customer
2210,Existing Customer
2384,Existing Customer
2311,Existing Customer
3214,Attrited Customer
3006,Existing Customer
3390,Existing Customer
34516,Attrited Customer
2484,Existing Customer
2932,Existing Customer
1484,Existing Customer
1585,Attrited Customer
2066,Existing Customer
20789,Existing Customer
1449,Existing Customer
3911,Attrited Customer
1815,Existing Customer
1592,Existing Customer
22981,Existing Customer
2358,Existing Customer
22067,Existing Customer
2023,Existing Customer
1438,Existing Customer
8958,Attrited Customer
1937,Existing Customer
3361,Existing Customer
4786,Existing Customer
1438,Existing Customer
2725,Existing Customer
1438,Existing Customer
1759,Attrited Customer
2206,Existing Customer
3300,Existing Customer
5422,Existing Customer
34516,Existing Customer
1819,Attrited Customer
2228,Existing Customer
1438,Attrited Customer
1686,Existing Customer
3858,Existing Customer
11651,Existing Customer
3423,Attrited Customer
2984,Attrited Customer
1653,Attrited Customer
2723,Existing Customer
1438,Existing Customer
1818,Attrited Customer
4384,Existing Customer
5452,Existing Customer
17627,Existing Customer
5357,Attrited Customer
2275,Existing Customer
1706,Attrited Customer
3591,Attrited Customer
19360,Existing Customer
2851,Existing Customer
2951,Attrited Customer
1438,Existing Customer
9090,Attrited Customer
34516,Existing Customer
2611,Existing Customer
2917,Existing Customer
1438,Existing Customer
1784,Attrited Customer
8919,Existing Customer
2164,Existing Customer
1634,Existing Customer
2144,Existing Customer
4788,Existing Customer
2164,Existing Customer
1532,Existing Customer
1883,Attrited Customer
3659,Existing Customer
2946,Existing Customer
2697,Existing Customer
1613,Existing Customer
2043,Existing Customer
1684,Attrited Customer
7106,Existing Customer
2784,Existing Customer
5536,Existing Customer
1717,Existing Customer
1866,Attrited Customer
3076,Attrited Customer
7514,Existing Customer
2804,Existing Customer
1817,Attrited Customer
2590,Existing Customer
4938,Existing Customer
19940,Existing Customer
2583,Existing Customer
2616,Existing Customer
1708,Attrited Customer
3424,Existing Customer
2640,Existing Customer
1606,Attrited Customer
5633,Existing Customer
1438,Existing Customer
2590,Existing Customer
1602,Existing Customer
2080,Existing Customer
4786,Existing Customer
2375,Existing Customer
1977,Existing Customer
13908,Existing Customer
19220,Existing Customer
2709,Existing Customer
1503,Existing Customer
9186,Existing Customer
2165,Existing Customer
2404,Existing Customer
1666,Attrited Customer
8228,Existing Customer
3186,Existing Customer
2596,Existing Customer
1662,Attrited Customer
2053,Attrited Customer
1927,Existing Customer
2821,Attrited Customer
3879,Existing Customer
2031,Attrited Customer
2330,Existing Customer
1438,Existing Customer
1438,Attrited Customer
5130,Existing Customer
3606,Attrited Customer
5153,Existing Customer
2500,Existing Customer
2654,Existing Customer
3611,Attrited Customer
4606,Existing Customer
9873,Existing Customer
1555,Existing Customer
2160,Attrited Customer
5362,Existing Customer
2577,Existing Customer
2721,Existing Customer
2925,Existing Customer
2212,Attrited Customer
13001,Existing Customer
2784,Attrited Customer
2317,Attrited Customer
2595,Attrited Customer
1438,Existing Customer
1696,Existing Customer
2791,Attrited Customer
2146,Existing Customer
1438,Attrited Customer
4269,Existing Customer
4195,Existing Customer
1832,Existing Customer
2588,Existing Customer
2423,Existing Customer
7507,Existing Customer
5232,Existing Customer
2283,Existing Customer
2684,Existing Customer
1438,Existing Customer
2730,Existing Customer
10834,Attrited Customer
1522,Existing Customer
2329,Existing Customer
2099,Existing Customer
2434,Existing Customer
1438,Existing Customer
2206,Existing Customer
3600,Existing Customer
1788,Existing Customer
5021,Attrited Customer
4396,Existing Customer
2558,Existing Customer
2313,Attrited Customer
1438,Existing Customer
1791,Existing Customer
2300,Existing Customer
2526,Existing Customer
2918,Attrited Customer
4995,Existing Customer
3323,Existing Customer
2464,Existing Customer
4617,Attrited Customer
8220,Existing Customer
5716,Existing Customer
5869,Attrited Customer
2272,Attrited Customer
2598,Existing Customer
10762,Existing Customer
1982,Existing Customer
2437,Attrited Customer
2563,Existing Customer
4576,Attrited Customer
2245,Existing Customer
1776,Attrited Customer
2911,Existing Customer
2257,Existing Customer
1681,Attrited Customer
1562,Existing Customer
1438,Existing Customer
2168,Existing Customer
2432,Existing Customer
2197,Existing Customer
10009,Existing Customer
2189,Existing Customer
11946,Existing Customer
2239,Existing Customer
1663,Existing Customer
3649,Existing Customer
2894,Existing Customer
1621,Existing Customer
2740,Existing Customer
2374,Existing Customer
7361,Attrited Customer
1569,Attrited Customer
1626,Existing Customer
1438,Existing Customer
2033,Existing Customer
5821,Existing Customer
2182,Existing Customer
3319,Existing Customer
3021,Existing Customer
29219,Existing Customer
1438,Existing Customer
1486,Existing Customer
2077,Existing Customer
1956,Existing Customer
2725,Existing Customer
9880,Existing Customer
2467,Existing Customer
5397,Existing Customer
3370,Existing Customer
2240,Existing Customer
4170,Existing Customer
21839,Existing Customer
1991,Existing Customer
29795,Existing Customer
2131,Existing Customer
2787,Existing Customer
5169,Existing Customer
1848,Existing Customer
5256,Existing Customer
1629,Existing Customer
20401,Existing Customer
3296,Existing Customer
8956,Existing Customer
1438,Existing Customer
2671,Existing Customer
2493,Existing Customer
2687,Existing Customer
4196,Attrited Customer
17890,Existing Customer
1930,Existing Customer
9599,Existing Customer
3192,Existing Customer
7268,Existing Customer
3976,Existing Customer
1954,Existing Customer
2926,Existing Customer
2371,Existing Customer
1601,Attrited Customer
2187,Attrited Customer
2262,Existing Customer
2525,Existing Customer
2450,Existing Customer
1438,Attrited Customer
1473,Attrited Customer
3187,Existing Customer
2346,Existing Customer
1438,Existing Customer
1826,Existing Customer
2208,Attrited Customer
1476,Existing Customer
2927,Existing Customer
1438,Existing Customer
16239,Existing Customer
11726,Existing Customer
2647,Existing Customer
1438,Existing Customer
1764,Existing Customer
1776,Existing Customer
1438,Existing Customer
2552,Existing Customer
2996,Existing Customer
1701,Existing Customer
3031,Existing Customer
33211,Existing Customer
1863,Attrited Customer
2288,Existing Customer
15471,Existing Customer
2038,Existing Customer
1696,Attrited Customer
6614,Attrited Customer
3241,Attrited Customer
3234,Existing Customer
4836,Attrited Customer
1438,Existing Customer
1438,Existing Customer
1438,Attrited Customer
2228,Attrited Customer
2813,Existing Customer
3223,Existing Customer
2653,Existing Customer
2745,Attrited Customer
34516,Existing Customer
2516,Existing Customer
1870,Existing Customer
3038,Existing Customer
1982,Existing Customer
3088,Existing Customer
1944,Existing Customer
2607,Existing Customer
1953,Existing Customer
1438,Existing Customer
3749,Existing Customer
3734,Existing Customer
2748,Existing Customer
2448,Existing Customer
2548,Existing Customer
1489,Existing Customer
3617,Existing Customer
3219,Existing Customer
2522,Existing Customer
3745,Existing Customer
11561,Attrited Customer
2120,Existing Customer
2867,Existing Customer
2293,Existing Customer
8671,Existing Customer
7773,Existing Customer
7932,Existing Customer
5814,Existing Customer
1989,Existing Customer
1843,Existing Customer
2991,Existing Customer
9560,Existing Customer
2939,Attrited Customer
5275,Existing Customer
1950,Existing Customer
3758,Existing Customer
10946,Existing Customer
3422,Existing Customer
3108,Existing Customer
3202,Attrited Customer
1855,Existing Customer
2155,Existing Customer
4150,Existing Customer
2226,Existing Customer
1610,Existing Customer
1795,Attrited Customer
1438,Existing Customer
2886,Existing Customer
10024,Existing Customer
1760,Attrited Customer
1461,Existing Customer
8840,Attrited Customer
4468,Existing Customer
1555,Attrited Customer
5195,Attrited Customer
17268,Existing Customer
1609,Existing Customer
3342,Existing Customer
6973,Existing Customer
17228,Attrited Customer
1898,Existing Customer
1438,Existing Customer
8185,Existing Customer
3096,Existing Customer
2129,Existing Customer
2615,Existing Customer
3157,Attrited Customer
1707,Attrited Customer
1838,Existing Customer
5523,Existing Customer
3021,Attrited Customer
1438,Existing Customer
11114,Existing Customer
10648,Existing Customer
2976,Existing Customer
6629,Attrited Customer
10761,Existing Customer
1968,Existing Customer
3897,Existing Customer
34516,Existing Customer
2831,Existing Customer
1438,Existing Customer
21350,Existing Customer
1438,Attrited Customer
3659,Existing Customer
2153,Existing Customer
9430,Existing Customer
34516,Existing Customer
3897,Existing Customer
11671,Existing Customer
2575,Existing Customer
3433,Existing Customer
7317,Existing Customer
4416,Existing Customer
3667,Existing Customer
1438,Existing Customer
1626,Existing Customer
1596,Existing Customer
2363,Existing Customer
4978,Existing Customer
2155,Existing Customer
4047,Attrited Customer
1854,Existing Customer
5384,Existing Customer
1438,Existing Customer
5141,Existing Customer
3977,Existing Customer
2507,Existing Customer
3786,Existing Customer
13384,Existing Customer
1726,Attrited Customer
2873,Existing Customer
1438,Existing Customer
1751,Attrited Customer
7434,Existing Customer
1438,Existing Customer
8203,Attrited Customer
4789,Attrited Customer
2979,Attrited Customer
2391,Attrited Customer
7264,Existing Customer
