"Total_Revolving_Bal","Attrition_Flag"
0,Existing Customer
584,Existing Customer
1498,Existing Customer
1309,Existing Customer
0,Existing Customer
2164,Existing Customer
0,Existing Customer
1926,Attrited Customer
1977,Existing Customer
1313,Existing Customer
1282,Existing Customer
1775,Existing Customer
1101,Existing Customer
1776,Existing Customer
2481,Existing Customer
0,Existing Customer
1410,Existing Customer
2417,Existing Customer
1000,Attrited Customer
0,Attrited Customer
2517,Attrited Customer
1340,Attrited Customer
2051,Existing Customer
2384,Existing Customer
708,Existing Customer
1188,Existing Customer
1626,Existing Customer
1513,Existing Customer
0,Existing Customer
1643,Existing Customer
1506,Existing Customer
1658,Existing Customer
1395,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Attrited Customer
1475,Existing Customer
1965,Attrited Customer
1290,Existing Customer
0,Attrited Customer
1674,Existing Customer
1527,Existing Customer
0,Existing Customer
1237,Existing Customer
1696,Existing Customer
0,Existing Customer
1161,Existing Customer
1629,Existing Customer
0,Existing Customer
2517,Attrited Customer
727,Existing Customer
2488,Existing Customer
0,Existing Customer
1141,Existing Customer
1502,Existing Customer
1582,Existing Customer
0,Attrited Customer
1530,Attrited Customer
1992,Existing Customer
1295,Existing Customer
2517,Existing Customer
0,Existing Customer
903,Existing Customer
2307,Existing Customer
1410,Existing Customer
1104,Attrited Customer
0,Existing Customer
582,Existing Customer
1509,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
2143,Existing Customer
2038,Existing Customer
1203,Existing Customer
1812,Existing Customer
1480,Existing Customer
889,Existing Customer
1522,Existing Customer
0,Attrited Customer
794,Existing Customer
1915,Existing Customer
0,Existing Customer
0,Attrited Customer
986,Existing Customer
749,Existing Customer
788,Existing Customer
0,Attrited Customer
1578,Existing Customer
972,Existing Customer
450,Attrited Customer
0,Existing Customer
2432,Existing Customer
0,Existing Customer
1196,Existing Customer
936,Existing Customer
1231,Existing Customer
922,Existing Customer
0,Existing Customer
1634,Existing Customer
1304,Existing Customer
2418,Existing Customer
1299,Existing Customer
1189,Existing Customer
1468,Existing Customer
1888,Existing Customer
2413,Existing Customer
0,Existing Customer
1619,Existing Customer
881,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
1204,Existing Customer
950,Attrited Customer
1037,Existing Customer
0,Existing Customer
1504,Existing Customer
1000,Existing Customer
0,Attrited Customer
871,Existing Customer
687,Existing Customer
0,Existing Customer
1705,Existing Customer
0,Attrited Customer
0,Attrited Customer
0,Attrited Customer
0,Existing Customer
1136,Existing Customer
0,Attrited Customer
0,Existing Customer
1494,Existing Customer
1079,Existing Customer
1037,Existing Customer
895,Attrited Customer
1417,Existing Customer
522,Attrited Customer
1346,Existing Customer
0,Attrited Customer
1482,Existing Customer
891,Existing Customer
1174,Existing Customer
0,Attrited Customer
0,Existing Customer
1989,Existing Customer
0,Existing Customer
0,Attrited Customer
1490,Existing Customer
0,Existing Customer
0,Attrited Customer
1244,Existing Customer
1936,Existing Customer
1164,Existing Customer
787,Existing Customer
2090,Existing Customer
1171,Existing Customer
1450,Existing Customer
2121,Existing Customer
0,Attrited Customer
1524,Existing Customer
0,Existing Customer
0,Attrited Customer
1385,Existing Customer
1775,Existing Customer
1250,Existing Customer
1115,Existing Customer
691,Existing Customer
1270,Existing Customer
1054,Existing Customer
2126,Existing Customer
1865,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Attrited Customer
1641,Existing Customer
1339,Existing Customer
1483,Existing Customer
599,Existing Customer
1080,Existing Customer
500,Attrited Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
1530,Existing Customer
0,Attrited Customer
1251,Existing Customer
1483,Existing Customer
2142,Existing Customer
1677,Existing Customer
813,Attrited Customer
1853,Existing Customer
661,Existing Customer
0,Existing Customer
1299,Existing Customer
1153,Existing Customer
2081,Existing Customer
750,Existing Customer
703,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Attrited Customer
1135,Existing Customer
0,Attrited Customer
991,Existing Customer
1293,Existing Customer
1859,Existing Customer
0,Existing Customer
318,Attrited Customer
761,Existing Customer
638,Existing Customer
1341,Existing Customer
0,Attrited Customer
1269,Existing Customer
0,Attrited Customer
2414,Existing Customer
1749,Existing Customer
1300,Existing Customer
1884,Existing Customer
1371,Existing Customer
0,Existing Customer
0,Attrited Customer
887,Existing Customer
1987,Existing Customer
1283,Existing Customer
2066,Existing Customer
0,Attrited Customer
2481,Existing Customer
0,Attrited Customer
0,Existing Customer
2517,Attrited Customer
1236,Existing Customer
0,Existing Customer
1384,Existing Customer
0,Attrited Customer
1761,Attrited Customer
0,Existing Customer
0,Existing Customer
1387,Existing Customer
0,Attrited Customer
1008,Existing Customer
0,Attrited Customer
1481,Existing Customer
2423,Existing Customer
0,Attrited Customer
835,Existing Customer
0,Existing Customer
2228,Existing Customer
1721,Existing Customer
2517,Attrited Customer
0,Existing Customer
1670,Existing Customer
0,Attrited Customer
1807,Existing Customer
1448,Existing Customer
2517,Attrited Customer
800,Existing Customer
0,Existing Customer
1103,Existing Customer
0,Existing Customer
0,Existing Customer
1960,Existing Customer
1552,Existing Customer
0,Attrited Customer
0,Attrited Customer
822,Existing Customer
1297,Existing Customer
1483,Existing Customer
0,Existing Customer
2372,Existing Customer
1904,Existing Customer
1080,Existing Customer
1565,Existing Customer
1043,Existing Customer
1650,Existing Customer
2517,Existing Customer
0,Attrited Customer
564,Existing Customer
0,Existing Customer
1238,Existing Customer
216,Attrited Customer
1060,Existing Customer
2517,Attrited Customer
929,Existing Customer
0,Existing Customer
0,Existing Customer
1709,Existing Customer
2517,Attrited Customer
2369,Existing Customer
1203,Attrited Customer
0,Existing Customer
632,Existing Customer
2177,Existing Customer
1651,Attrited Customer
0,Attrited Customer
1362,Existing Customer
1101,Existing Customer
0,Attrited Customer
977,Existing Customer
0,Existing Customer
991,Existing Customer
582,Existing Customer
0,Existing Customer
599,Attrited Customer
1223,Attrited Customer
1197,Existing Customer
996,Existing Customer
0,Attrited Customer
1298,Existing Customer
0,Existing Customer
1463,Existing Customer
0,Attrited Customer
0,Attrited Customer
1148,Existing Customer
1676,Existing Customer
1211,Existing Customer
0,Existing Customer
2107,Existing Customer
2505,Existing Customer
1797,Existing Customer
0,Attrited Customer
2455,Existing Customer
1753,Existing Customer
0,Existing Customer
0,Attrited Customer
1610,Existing Customer
0,Existing Customer
887,Existing Customer
0,Existing Customer
1603,Existing Customer
1258,Existing Customer
984,Existing Customer
0,Attrited Customer
1484,Existing Customer
1826,Existing Customer
1108,Existing Customer
2517,Attrited Customer
0,Attrited Customer
1882,Existing Customer
1024,Existing Customer
2487,Existing Customer
0,Attrited Customer
2517,Existing Customer
2264,Existing Customer
0,Existing Customer
2404,Attrited Customer
685,Existing Customer
1819,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Attrited Customer
0,Existing Customer
455,Attrited Customer
0,Attrited Customer
1701,Existing Customer
0,Existing Customer
2268,Existing Customer
0,Existing Customer
973,Existing Customer
1206,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Attrited Customer
1760,Existing Customer
2122,Existing Customer
2176,Existing Customer
1902,Existing Customer
1431,Attrited Customer
0,Existing Customer
1862,Existing Customer
0,Existing Customer
1562,Existing Customer
890,Attrited Customer
1593,Attrited Customer
1720,Existing Customer
2397,Existing Customer
0,Existing Customer
2396,Attrited Customer
1759,Existing Customer
0,Existing Customer
0,Existing Customer
995,Existing Customer
1445,Existing Customer
2517,Attrited Customer
1472,Existing Customer
0,Existing Customer
1595,Existing Customer
691,Attrited Customer
0,Attrited Customer
1958,Attrited Customer
1204,Existing Customer
0,Existing Customer
833,Existing Customer
1687,Existing Customer
1480,Existing Customer
801,Existing Customer
1663,Existing Customer
2277,Existing Customer
900,Existing Customer
0,Existing Customer
1664,Existing Customer
882,Existing Customer
752,Existing Customer
1671,Existing Customer
0,Existing Customer
2297,Existing Customer
0,Existing Customer
1009,Existing Customer
1952,Existing Customer
653,Existing Customer
0,Attrited Customer
2332,Existing Customer
1736,Existing Customer
812,Existing Customer
2517,Existing Customer
2517,Attrited Customer
0,Existing Customer
2185,Existing Customer
656,Existing Customer
0,Attrited Customer
726,Existing Customer
1671,Existing Customer
0,Attrited Customer
883,Existing Customer
2121,Existing Customer
0,Attrited Customer
0,Attrited Customer
2517,Attrited Customer
682,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
1585,Existing Customer
796,Existing Customer
0,Existing Customer
0,Existing Customer
1030,Attrited Customer
0,Existing Customer
1979,Existing Customer
2240,Existing Customer
1581,Existing Customer
1590,Existing Customer
1281,Existing Customer
1339,Existing Customer
745,Existing Customer
2517,Existing Customer
1915,Existing Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
1008,Existing Customer
0,Existing Customer
2107,Existing Customer
0,Existing Customer
1892,Existing Customer
2517,Existing Customer
0,Attrited Customer
1612,Existing Customer
2517,Attrited Customer
1678,Existing Customer
0,Attrited Customer
1437,Existing Customer
2292,Existing Customer
0,Existing Customer
0,Existing Customer
1311,Existing Customer
2157,Existing Customer
0,Attrited Customer
1554,Existing Customer
944,Existing Customer
995,Existing Customer
774,Existing Customer
0,Attrited Customer
0,Existing Customer
666,Existing Customer
0,Existing Customer
0,Attrited Customer
2412,Existing Customer
900,Existing Customer
1871,Existing Customer
1127,Existing Customer
0,Existing Customer
2517,Existing Customer
1716,Existing Customer
2268,Existing Customer
1240,Existing Customer
2005,Existing Customer
621,Existing Customer
2076,Existing Customer
859,Existing Customer
728,Existing Customer
0,Existing Customer
666,Existing Customer
874,Existing Customer
1055,Existing Customer
2162,Existing Customer
0,Attrited Customer
662,Attrited Customer
1251,Existing Customer
1028,Existing Customer
0,Existing Customer
2366,Existing Customer
0,Attrited Customer
1223,Existing Customer
1325,Existing Customer
2387,Existing Customer
1688,Existing Customer
969,Existing Customer
275,Attrited Customer
1699,Existing Customer
1250,Existing Customer
829,Existing Customer
1117,Existing Customer
0,Existing Customer
1546,Existing Customer
0,Attrited Customer
0,Existing Customer
1828,Existing Customer
2374,Existing Customer
0,Existing Customer
850,Existing Customer
2020,Existing Customer
0,Attrited Customer
1156,Existing Customer
1686,Existing Customer
0,Attrited Customer
1693,Existing Customer
0,Existing Customer
1944,Existing Customer
0,Existing Customer
1369,Existing Customer
1446,Existing Customer
1224,Existing Customer
867,Existing Customer
2517,Existing Customer
2235,Existing Customer
813,Attrited Customer
1237,Existing Customer
2508,Existing Customer
1258,Existing Customer
1694,Existing Customer
0,Existing Customer
1067,Existing Customer
1355,Existing Customer
1689,Attrited Customer
0,Existing Customer
0,Existing Customer
689,Existing Customer
1925,Existing Customer
0,Existing Customer
986,Existing Customer
1591,Existing Customer
0,Attrited Customer
0,Attrited Customer
1169,Existing Customer
0,Existing Customer
688,Existing Customer
0,Attrited Customer
0,Attrited Customer
2215,Existing Customer
1286,Existing Customer
0,Existing Customer
0,Existing Customer
1649,Existing Customer
1030,Existing Customer
1154,Existing Customer
0,Existing Customer
1873,Existing Customer
1943,Existing Customer
632,Existing Customer
0,Existing Customer
0,Existing Customer
2007,Existing Customer
1774,Existing Customer
2013,Existing Customer
546,Attrited Customer
1256,Existing Customer
1384,Attrited Customer
0,Existing Customer
876,Existing Customer
1258,Existing Customer
1059,Existing Customer
468,Existing Customer
2517,Attrited Customer
1151,Existing Customer
870,Existing Customer
1798,Existing Customer
1620,Existing Customer
1249,Existing Customer
287,Attrited Customer
2517,Existing Customer
831,Existing Customer
1638,Existing Customer
2266,Existing Customer
915,Attrited Customer
1839,Existing Customer
2384,Existing Customer
1523,Existing Customer
1136,Existing Customer
0,Attrited Customer
990,Existing Customer
0,Existing Customer
382,Attrited Customer
1084,Existing Customer
1232,Existing Customer
1498,Existing Customer
0,Existing Customer
1804,Existing Customer
0,Existing Customer
0,Attrited Customer
1033,Existing Customer
2185,Existing Customer
2154,Existing Customer
1525,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
855,Existing Customer
1081,Existing Customer
1235,Existing Customer
0,Existing Customer
0,Existing Customer
1749,Existing Customer
2517,Attrited Customer
1210,Existing Customer
2517,Existing Customer
2327,Existing Customer
611,Existing Customer
750,Existing Customer
1262,Existing Customer
1627,Existing Customer
0,Attrited Customer
960,Existing Customer
2517,Attrited Customer
0,Existing Customer
1992,Existing Customer
1388,Existing Customer
1400,Existing Customer
1461,Attrited Customer
1629,Existing Customer
1590,Existing Customer
1745,Existing Customer
1430,Existing Customer
1140,Existing Customer
1597,Existing Customer
1706,Existing Customer
0,Existing Customer
1384,Existing Customer
2498,Attrited Customer
1592,Existing Customer
676,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Attrited Customer
1731,Existing Customer
0,Existing Customer
1750,Existing Customer
1352,Existing Customer
1971,Existing Customer
1986,Existing Customer
1133,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
726,Existing Customer
1028,Existing Customer
2256,Attrited Customer
2222,Existing Customer
0,Existing Customer
2000,Attrited Customer
1329,Existing Customer
1045,Existing Customer
1560,Existing Customer
1095,Existing Customer
0,Existing Customer
2200,Existing Customer
1307,Attrited Customer
982,Existing Customer
0,Existing Customer
0,Attrited Customer
1664,Existing Customer
991,Existing Customer
0,Existing Customer
1863,Existing Customer
0,Existing Customer
1083,Attrited Customer
1742,Attrited Customer
1631,Existing Customer
1408,Existing Customer
2517,Existing Customer
890,Existing Customer
850,Attrited Customer
1434,Existing Customer
0,Existing Customer
327,Attrited Customer
1145,Existing Customer
1495,Existing Customer
2219,Existing Customer
888,Existing Customer
0,Attrited Customer
2517,Existing Customer
1639,Existing Customer
1446,Attrited Customer
2517,Existing Customer
1308,Existing Customer
1123,Existing Customer
793,Existing Customer
0,Existing Customer
0,Attrited Customer
1329,Existing Customer
0,Existing Customer
1586,Existing Customer
0,Existing Customer
1105,Existing Customer
2517,Existing Customer
2517,Attrited Customer
0,Attrited Customer
1366,Existing Customer
1453,Existing Customer
1494,Existing Customer
0,Existing Customer
268,Attrited Customer
0,Existing Customer
2517,Existing Customer
1336,Existing Customer
1992,Existing Customer
1346,Existing Customer
941,Existing Customer
0,Existing Customer
0,Existing Customer
1066,Existing Customer
1879,Existing Customer
0,Existing Customer
989,Existing Customer
0,Attrited Customer
1335,Existing Customer
1597,Existing Customer
2517,Attrited Customer
2182,Existing Customer
2517,Existing Customer
0,Existing Customer
1670,Existing Customer
1722,Existing Customer
905,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
1079,Attrited Customer
1010,Existing Customer
1513,Existing Customer
1618,Existing Customer
915,Existing Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
1347,Existing Customer
0,Attrited Customer
1352,Existing Customer
1341,Existing Customer
1091,Existing Customer
1963,Attrited Customer
901,Existing Customer
1112,Existing Customer
1655,Existing Customer
0,Attrited Customer
0,Existing Customer
1730,Existing Customer
1010,Existing Customer
0,Existing Customer
0,Attrited Customer
1661,Existing Customer
0,Existing Customer
0,Attrited Customer
1781,Existing Customer
1832,Existing Customer
0,Existing Customer
893,Existing Customer
1764,Existing Customer
0,Existing Customer
1181,Existing Customer
0,Attrited Customer
1320,Existing Customer
1205,Existing Customer
1057,Existing Customer
757,Existing Customer
723,Existing Customer
920,Attrited Customer
1002,Existing Customer
1596,Existing Customer
1222,Existing Customer
0,Attrited Customer
879,Existing Customer
2385,Existing Customer
214,Attrited Customer
1495,Existing Customer
1664,Existing Customer
885,Existing Customer
1381,Attrited Customer
1077,Existing Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
557,Existing Customer
925,Existing Customer
1696,Existing Customer
1965,Existing Customer
685,Existing Customer
1331,Existing Customer
788,Existing Customer
0,Attrited Customer
733,Existing Customer
2473,Existing Customer
1516,Existing Customer
908,Existing Customer
2444,Existing Customer
0,Existing Customer
186,Attrited Customer
1722,Existing Customer
2517,Existing Customer
682,Existing Customer
1073,Existing Customer
725,Attrited Customer
1449,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
1368,Existing Customer
0,Attrited Customer
2517,Attrited Customer
0,Attrited Customer
1588,Existing Customer
0,Existing Customer
0,Attrited Customer
929,Existing Customer
540,Existing Customer
1756,Existing Customer
2139,Attrited Customer
1219,Existing Customer
0,Attrited Customer
2517,Attrited Customer
870,Existing Customer
0,Existing Customer
2437,Attrited Customer
0,Existing Customer
2517,Attrited Customer
797,Existing Customer
537,Existing Customer
1310,Existing Customer
913,Existing Customer
577,Attrited Customer
2231,Existing Customer
0,Existing Customer
1155,Existing Customer
1557,Existing Customer
1088,Existing Customer
1176,Existing Customer
1183,Existing Customer
400,Attrited Customer
1356,Existing Customer
2338,Existing Customer
2216,Existing Customer
1085,Existing Customer
0,Existing Customer
644,Attrited Customer
736,Existing Customer
2458,Existing Customer
0,Existing Customer
1156,Existing Customer
0,Attrited Customer
0,Attrited Customer
0,Existing Customer
1782,Existing Customer
0,Attrited Customer
0,Existing Customer
1593,Existing Customer
2018,Existing Customer
2235,Existing Customer
801,Existing Customer
0,Attrited Customer
1333,Existing Customer
2133,Existing Customer
0,Attrited Customer
1395,Existing Customer
740,Existing Customer
2087,Existing Customer
962,Existing Customer
1799,Existing Customer
1553,Existing Customer
1353,Existing Customer
545,Existing Customer
0,Existing Customer
0,Existing Customer
1726,Existing Customer
879,Existing Customer
0,Existing Customer
1392,Existing Customer
1109,Existing Customer
0,Attrited Customer
1935,Existing Customer
968,Existing Customer
868,Existing Customer
613,Attrited Customer
0,Attrited Customer
1337,Existing Customer
725,Attrited Customer
1214,Existing Customer
1720,Attrited Customer
1584,Existing Customer
0,Existing Customer
0,Attrited Customer
2048,Existing Customer
0,Attrited Customer
1378,Existing Customer
1169,Existing Customer
1489,Existing Customer
2517,Attrited Customer
1556,Existing Customer
1276,Existing Customer
1366,Existing Customer
0,Attrited Customer
1984,Existing Customer
879,Existing Customer
1264,Existing Customer
2065,Existing Customer
0,Attrited Customer
1482,Existing Customer
2378,Attrited Customer
0,Attrited Customer
2353,Attrited Customer
0,Existing Customer
1177,Existing Customer
940,Attrited Customer
967,Existing Customer
0,Attrited Customer
1852,Existing Customer
2440,Existing Customer
748,Existing Customer
1782,Existing Customer
429,Existing Customer
1697,Existing Customer
1923,Existing Customer
1690,Existing Customer
1658,Existing Customer
743,Existing Customer
1303,Existing Customer
0,Attrited Customer
0,Existing Customer
1271,Existing Customer
1164,Existing Customer
1169,Existing Customer
491,Existing Customer
1110,Existing Customer
1904,Existing Customer
0,Existing Customer
2517,Attrited Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
1183,Existing Customer
1314,Existing Customer
1598,Existing Customer
2048,Existing Customer
0,Attrited Customer
1766,Existing Customer
1062,Existing Customer
1794,Existing Customer
1035,Attrited Customer
1015,Existing Customer
623,Existing Customer
0,Attrited Customer
1350,Attrited Customer
1848,Existing Customer
703,Existing Customer
1751,Existing Customer
0,Attrited Customer
1579,Existing Customer
193,Attrited Customer
1342,Existing Customer
0,Attrited Customer
1471,Existing Customer
896,Existing Customer
0,Attrited Customer
751,Existing Customer
0,Existing Customer
1704,Existing Customer
851,Existing Customer
0,Existing Customer
1604,Existing Customer
1860,Existing Customer
1172,Existing Customer
1256,Existing Customer
0,Existing Customer
929,Existing Customer
0,Existing Customer
787,Existing Customer
1786,Existing Customer
1332,Existing Customer
0,Attrited Customer
257,Attrited Customer
1013,Existing Customer
0,Existing Customer
1832,Existing Customer
764,Existing Customer
1566,Existing Customer
913,Existing Customer
1530,Existing Customer
0,Existing Customer
869,Existing Customer
0,Existing Customer
0,Existing Customer
958,Existing Customer
2517,Existing Customer
1792,Existing Customer
1176,Existing Customer
2336,Existing Customer
1133,Existing Customer
1231,Existing Customer
1384,Existing Customer
960,Existing Customer
0,Existing Customer
2364,Existing Customer
1288,Existing Customer
2053,Existing Customer
2296,Existing Customer
501,Existing Customer
889,Existing Customer
1185,Existing Customer
0,Existing Customer
1435,Existing Customer
1279,Existing Customer
786,Existing Customer
1713,Existing Customer
1566,Existing Customer
2452,Existing Customer
731,Attrited Customer
2517,Existing Customer
0,Existing Customer
2356,Existing Customer
2517,Existing Customer
0,Existing Customer
1667,Existing Customer
808,Existing Customer
716,Existing Customer
1748,Existing Customer
0,Attrited Customer
0,Attrited Customer
1450,Existing Customer
1595,Existing Customer
1981,Existing Customer
0,Attrited Customer
0,Attrited Customer
1437,Existing Customer
1373,Existing Customer
0,Existing Customer
944,Existing Customer
0,Attrited Customer
0,Existing Customer
1499,Existing Customer
743,Existing Customer
1487,Existing Customer
1925,Existing Customer
1288,Existing Customer
0,Existing Customer
0,Existing Customer
1519,Existing Customer
0,Existing Customer
1879,Existing Customer
1992,Existing Customer
775,Existing Customer
1787,Existing Customer
0,Existing Customer
1853,Attrited Customer
1249,Existing Customer
1291,Existing Customer
793,Existing Customer
0,Attrited Customer
1881,Attrited Customer
0,Attrited Customer
971,Existing Customer
493,Attrited Customer
0,Existing Customer
541,Existing Customer
1060,Attrited Customer
0,Attrited Customer
2208,Existing Customer
0,Existing Customer
0,Existing Customer
2463,Attrited Customer
0,Existing Customer
1486,Existing Customer
1785,Existing Customer
2133,Existing Customer
1276,Existing Customer
1743,Existing Customer
1140,Existing Customer
1702,Existing Customer
1215,Existing Customer
0,Existing Customer
1980,Existing Customer
2517,Existing Customer
1867,Existing Customer
0,Existing Customer
1998,Existing Customer
949,Existing Customer
878,Existing Customer
2114,Existing Customer
1898,Existing Customer
2517,Existing Customer
2189,Attrited Customer
1411,Existing Customer
1209,Existing Customer
1304,Existing Customer
590,Existing Customer
2465,Existing Customer
2140,Existing Customer
1176,Existing Customer
1003,Existing Customer
1520,Existing Customer
1830,Existing Customer
0,Existing Customer
2152,Attrited Customer
1490,Existing Customer
1618,Existing Customer
2047,Existing Customer
1912,Existing Customer
2517,Existing Customer
778,Existing Customer
0,Attrited Customer
907,Existing Customer
1119,Existing Customer
2517,Existing Customer
1229,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
2198,Existing Customer
913,Existing Customer
0,Attrited Customer
0,Existing Customer
1794,Attrited Customer
2395,Existing Customer
872,Attrited Customer
468,Attrited Customer
1197,Existing Customer
0,Existing Customer
2517,Existing Customer
2517,Existing Customer
1331,Attrited Customer
0,Existing Customer
0,Existing Customer
941,Existing Customer
0,Existing Customer
1139,Existing Customer
1404,Existing Customer
965,Attrited Customer
0,Attrited Customer
0,Existing Customer
2517,Existing Customer
0,Attrited Customer
0,Existing Customer
2482,Existing Customer
2517,Existing Customer
2372,Existing Customer
2517,Attrited Customer
1722,Existing Customer
1781,Existing Customer
1247,Existing Customer
2052,Existing Customer
1167,Existing Customer
630,Existing Customer
1724,Existing Customer
0,Attrited Customer
0,Existing Customer
1392,Existing Customer
0,Existing Customer
1495,Existing Customer
2296,Existing Customer
1304,Existing Customer
2136,Existing Customer
1869,Existing Customer
959,Existing Customer
1333,Existing Customer
809,Existing Customer
491,Existing Customer
0,Existing Customer
1185,Existing Customer
2033,Existing Customer
923,Existing Customer
1290,Existing Customer
0,Attrited Customer
794,Existing Customer
1396,Existing Customer
965,Existing Customer
1737,Existing Customer
1325,Existing Customer
1259,Existing Customer
1171,Existing Customer
0,Existing Customer
1476,Attrited Customer
2517,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
357,Attrited Customer
0,Attrited Customer
0,Attrited Customer
851,Existing Customer
1446,Existing Customer
1641,Existing Customer
2430,Attrited Customer
1454,Existing Customer
1047,Existing Customer
2262,Existing Customer
710,Existing Customer
1897,Existing Customer
1122,Existing Customer
1419,Existing Customer
820,Existing Customer
2015,Existing Customer
0,Existing Customer
0,Existing Customer
1343,Existing Customer
1600,Existing Customer
1080,Existing Customer
0,Existing Customer
2517,Existing Customer
1780,Existing Customer
2216,Existing Customer
2024,Attrited Customer
0,Attrited Customer
0,Attrited Customer
585,Existing Customer
0,Attrited Customer
0,Existing Customer
1544,Existing Customer
1323,Attrited Customer
0,Existing Customer
1479,Existing Customer
1779,Existing Customer
1334,Existing Customer
2055,Existing Customer
1084,Existing Customer
1012,Attrited Customer
2386,Existing Customer
1670,Existing Customer
1904,Existing Customer
0,Existing Customer
2517,Existing Customer
894,Existing Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
1093,Existing Customer
999,Existing Customer
972,Existing Customer
1064,Existing Customer
622,Existing Customer
1517,Existing Customer
603,Existing Customer
1462,Existing Customer
0,Existing Customer
0,Attrited Customer
1201,Existing Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
601,Existing Customer
0,Existing Customer
2500,Existing Customer
0,Attrited Customer
0,Existing Customer
1144,Existing Customer
0,Existing Customer
861,Existing Customer
1763,Existing Customer
1025,Existing Customer
0,Existing Customer
1486,Attrited Customer
0,Existing Customer
556,Existing Customer
0,Attrited Customer
0,Attrited Customer
897,Existing Customer
0,Attrited Customer
1349,Existing Customer
0,Attrited Customer
2054,Existing Customer
913,Existing Customer
461,Existing Customer
0,Existing Customer
1335,Existing Customer
1427,Existing Customer
1764,Existing Customer
727,Existing Customer
847,Existing Customer
1952,Existing Customer
1081,Existing Customer
1734,Existing Customer
0,Attrited Customer
0,Attrited Customer
0,Attrited Customer
2517,Attrited Customer
1168,Existing Customer
2057,Existing Customer
1423,Existing Customer
1433,Existing Customer
0,Existing Customer
1030,Attrited Customer
2051,Existing Customer
0,Attrited Customer
0,Attrited Customer
2517,Existing Customer
2033,Existing Customer
0,Existing Customer
0,Existing Customer
1587,Existing Customer
2517,Attrited Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
1752,Existing Customer
0,Existing Customer
0,Attrited Customer
1539,Existing Customer
1441,Existing Customer
1134,Existing Customer
2450,Attrited Customer
1896,Existing Customer
2517,Existing Customer
0,Attrited Customer
0,Existing Customer
1313,Existing Customer
2150,Existing Customer
0,Attrited Customer
2055,Existing Customer
953,Existing Customer
1233,Existing Customer
1127,Existing Customer
1427,Existing Customer
0,Existing Customer
0,Attrited Customer
897,Attrited Customer
2039,Existing Customer
1333,Existing Customer
0,Existing Customer
1163,Existing Customer
0,Existing Customer
1149,Existing Customer
1429,Existing Customer
1514,Existing Customer
1198,Existing Customer
0,Existing Customer
1675,Existing Customer
1680,Existing Customer
941,Existing Customer
1900,Attrited Customer
0,Attrited Customer
1528,Existing Customer
1981,Existing Customer
2283,Attrited Customer
1525,Existing Customer
706,Existing Customer
0,Existing Customer
1339,Existing Customer
0,Existing Customer
1405,Existing Customer
1109,Existing Customer
1043,Existing Customer
0,Existing Customer
0,Existing Customer
2149,Existing Customer
0,Attrited Customer
351,Attrited Customer
1683,Existing Customer
1953,Existing Customer
2517,Existing Customer
1288,Existing Customer
2238,Existing Customer
0,Attrited Customer
1928,Existing Customer
0,Attrited Customer
2139,Existing Customer
642,Existing Customer
1817,Existing Customer
1309,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
2517,Attrited Customer
1345,Existing Customer
0,Attrited Customer
0,Attrited Customer
1802,Existing Customer
1218,Existing Customer
0,Attrited Customer
0,Existing Customer
865,Existing Customer
1316,Existing Customer
1729,Existing Customer
0,Existing Customer
2214,Existing Customer
2349,Existing Customer
0,Attrited Customer
771,Existing Customer
0,Existing Customer
2517,Existing Customer
1466,Existing Customer
2517,Attrited Customer
0,Existing Customer
1411,Existing Customer
801,Existing Customer
0,Existing Customer
1461,Existing Customer
0,Attrited Customer
1660,Existing Customer
841,Existing Customer
0,Existing Customer
0,Attrited Customer
1158,Existing Customer
0,Existing Customer
985,Existing Customer
0,Existing Customer
0,Existing Customer
