"Avg_Utilization_Ratio","Attrition_Flag"
0.363,Existing Customer
0.554,Existing Customer
0.0,Attrited Customer
0.124,Existing Customer
0.0,Existing Customer
0.374,Existing Customer
0.267,Existing Customer
0.622,Existing Customer
0.9,Existing Customer
0.041,Existing Customer
0.645,Existing Customer
0.31,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.706,Existing Customer
0.0,Existing Customer
0.14,Existing Customer
0.0,Existing Customer
0.444,Existing Customer
0.096,Attrited Customer
0.647,Existing Customer
0.0,Attrited Customer
0.183,Existing Customer
0.193,Existing Customer
0.378,Attrited Customer
0.414,Existing Customer
0.419,Attrited Customer
0.841,Attrited Customer
0.044,Existing Customer
0.919,Attrited Customer
0.287,Attrited Customer
0.959,Existing Customer
0.0,Existing Customer
0.618,Attrited Customer
0.0,Existing Customer
0.66,Existing Customer
0.178,Existing Customer
0.723,Attrited Customer
0.45,Existing Customer
0.804,Existing Customer
0.857,Existing Customer
0.762,Existing Customer
0.702,Existing Customer
0.839,Existing Customer
0.474,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.09,Existing Customer
0.0,Existing Customer
0.486,Existing Customer
0.42,Existing Customer
0.0,Existing Customer
0.718,Existing Customer
0.456,Existing Customer
0.315,Attrited Customer
0.0,Attrited Customer
0.476,Existing Customer
0.724,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.881,Existing Customer
0.345,Existing Customer
0.0,Existing Customer
0.692,Existing Customer
0.082,Existing Customer
0.266,Existing Customer
0.208,Existing Customer
0.521,Existing Customer
0.326,Existing Customer
0.166,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.0,Existing Customer
0.73,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.298,Existing Customer
0.746,Existing Customer
0.0,Existing Customer
0.109,Existing Customer
0.6,Existing Customer
0.707,Existing Customer
0.897,Attrited Customer
0.139,Existing Customer
0.925,Existing Customer
0.116,Existing Customer
0.765,Existing Customer
0.449,Existing Customer
0.76,Existing Customer
0.412,Attrited Customer
0.0,Attrited Customer
0.321,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.451,Existing Customer
0.485,Existing Customer
0.531,Existing Customer
0.108,Attrited Customer
0.868,Existing Customer
0.679,Existing Customer
0.0,Attrited Customer
0.55,Existing Customer
0.598,Attrited Customer
0.239,Existing Customer
0.401,Existing Customer
0.815,Existing Customer
0.185,Existing Customer
0.905,Existing Customer
0.524,Existing Customer
0.0,Existing Customer
0.301,Existing Customer
0.153,Existing Customer
0.0,Existing Customer
0.337,Existing Customer
0.07,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.564,Attrited Customer
0.711,Existing Customer
0.0,Attrited Customer
0.637,Existing Customer
0.356,Existing Customer
0.598,Existing Customer
0.71,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.609,Existing Customer
0.138,Existing Customer
0.387,Existing Customer
0.138,Existing Customer
0.0,Attrited Customer
0.075,Attrited Customer
0.442,Attrited Customer
0.651,Existing Customer
0.71,Existing Customer
0.187,Existing Customer
0.0,Existing Customer
0.497,Existing Customer
0.036,Existing Customer
0.0,Attrited Customer
0.608,Existing Customer
0.579,Existing Customer
0.657,Existing Customer
0.731,Existing Customer
0.0,Existing Customer
0.604,Existing Customer
0.525,Existing Customer
0.613,Existing Customer
0.793,Existing Customer
0.0,Existing Customer
0.715,Existing Customer
0.518,Existing Customer
0.088,Existing Customer
0.613,Existing Customer
0.714,Existing Customer
0.265,Attrited Customer
0.0,Existing Customer
0.857,Existing Customer
0.04,Existing Customer
0.71,Existing Customer
0.0,Attrited Customer
0.214,Existing Customer
0.052,Existing Customer
0.0,Existing Customer
0.602,Existing Customer
0.513,Existing Customer
0.364,Existing Customer
0.0,Attrited Customer
0.478,Existing Customer
0.734,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.649,Existing Customer
0.668,Existing Customer
0.634,Existing Customer
0.339,Attrited Customer
0.063,Existing Customer
0.048,Existing Customer
0.716,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.041,Existing Customer
0.0,Attrited Customer
0.496,Existing Customer
0.911,Existing Customer
0.676,Existing Customer
0.168,Attrited Customer
0.0,Existing Customer
0.759,Existing Customer
0.262,Existing Customer
0.776,Existing Customer
0.415,Existing Customer
0.086,Existing Customer
0.006,Attrited Customer
0.074,Attrited Customer
0.0,Existing Customer
0.636,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.741,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.0,Existing Customer
0.069,Existing Customer
0.0,Attrited Customer
0.253,Existing Customer
0.444,Existing Customer
0.473,Existing Customer
0.081,Existing Customer
0.407,Existing Customer
0.41,Existing Customer
0.168,Attrited Customer
0.572,Existing Customer
0.217,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.429,Existing Customer
0.304,Existing Customer
0.0,Existing Customer
0.095,Existing Customer
0.297,Existing Customer
0.643,Existing Customer
0.494,Existing Customer
0.618,Existing Customer
0.199,Existing Customer
0.551,Existing Customer
0.641,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.126,Attrited Customer
0.768,Existing Customer
0.502,Existing Customer
0.584,Existing Customer
0.753,Existing Customer
0.854,Existing Customer
0.456,Existing Customer
0.677,Attrited Customer
0.306,Attrited Customer
0.059,Attrited Customer
0.405,Existing Customer
0.653,Existing Customer
0.802,Existing Customer
0.794,Existing Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.606,Existing Customer
0.628,Existing Customer
0.658,Existing Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.109,Existing Customer
0.0,Existing Customer
0.314,Existing Customer
0.611,Attrited Customer
0.855,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.48,Existing Customer
0.112,Attrited Customer
0.81,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.0,Existing Customer
0.875,Existing Customer
0.931,Attrited Customer
0.482,Existing Customer
0.132,Attrited Customer
0.025,Attrited Customer
0.844,Attrited Customer
0.333,Existing Customer
0.18,Existing Customer
0.318,Attrited Customer
0.0,Existing Customer
0.0,Existing Customer
0.112,Attrited Customer
0.356,Existing Customer
0.696,Existing Customer
0.37,Existing Customer
0.828,Attrited Customer
0.607,Existing Customer
0.836,Existing Customer
0.15,Existing Customer
0.554,Existing Customer
0.584,Existing Customer
0.75,Existing Customer
0.449,Existing Customer
0.0,Attrited Customer
0.416,Existing Customer
0.0,Existing Customer
0.465,Existing Customer
0.535,Existing Customer
0.022,Existing Customer
0.955,Existing Customer
0.62,Existing Customer
0.926,Existing Customer
0.513,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.434,Existing Customer
0.728,Existing Customer
0.0,Existing Customer
0.189,Existing Customer
0.094,Existing Customer
0.581,Existing Customer
0.57,Existing Customer
0.0,Existing Customer
0.615,Attrited Customer
0.617,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.11,Existing Customer
0.561,Existing Customer
0.837,Existing Customer
0.762,Existing Customer
0.608,Attrited Customer
0.0,Existing Customer
0.642,Existing Customer
0.487,Existing Customer
0.0,Attrited Customer
0.111,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.174,Existing Customer
0.066,Existing Customer
0.0,Existing Customer
0.624,Existing Customer
0.417,Existing Customer
0.0,Attrited Customer
0.352,Existing Customer
0.38,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.446,Existing Customer
0.367,Existing Customer
0.307,Existing Customer
0.305,Attrited Customer
0.0,Attrited Customer
0.154,Attrited Customer
0.657,Existing Customer
0.0,Existing Customer
0.771,Existing Customer
0.253,Attrited Customer
0.449,Existing Customer
0.049,Existing Customer
0.431,Existing Customer
0.549,Existing Customer
0.312,Existing Customer
0.506,Existing Customer
0.604,Existing Customer
0.831,Attrited Customer
0.0,Existing Customer
0.696,Existing Customer
0.423,Existing Customer
0.0,Existing Customer
0.559,Existing Customer
0.0,Existing Customer
0.622,Existing Customer
0.755,Existing Customer
0.0,Existing Customer
0.342,Existing Customer
0.059,Existing Customer
0.277,Existing Customer
0.0,Existing Customer
0.286,Attrited Customer
0.0,Existing Customer
0.034,Existing Customer
0.611,Existing Customer
0.434,Existing Customer
0.455,Existing Customer
0.525,Existing Customer
0.0,Existing Customer
0.199,Existing Customer
0.912,Existing Customer
0.859,Existing Customer
0.353,Attrited Customer
0.0,Existing Customer
0.093,Existing Customer
0.421,Existing Customer
0.0,Existing Customer
0.802,Attrited Customer
0.757,Existing Customer
0.466,Existing Customer
0.41,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.202,Existing Customer
0.408,Existing Customer
0.823,Existing Customer
0.532,Existing Customer
0.0,Attrited Customer
0.137,Existing Customer
0.691,Existing Customer
0.833,Existing Customer
0.569,Existing Customer
0.0,Existing Customer
0.097,Existing Customer
0.561,Existing Customer
0.0,Existing Customer
0.617,Existing Customer
0.0,Existing Customer
0.248,Attrited Customer
0.837,Attrited Customer
0.0,Attrited Customer
0.59,Existing Customer
0.0,Attrited Customer
0.611,Existing Customer
0.637,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.233,Existing Customer
0.569,Existing Customer
0.266,Existing Customer
0.445,Existing Customer
0.587,Existing Customer
0.0,Attrited Customer
0.355,Existing Customer
0.285,Existing Customer
0.0,Attrited Customer
0.63,Existing Customer
0.481,Existing Customer
0.234,Existing Customer
0.632,Existing Customer
0.792,Existing Customer
0.0,Attrited Customer
0.335,Existing Customer
0.889,Existing Customer
0.501,Existing Customer
0.035,Attrited Customer
0.0,Attrited Customer
0.0,Existing Customer
0.67,Existing Customer
0.491,Existing Customer
0.562,Existing Customer
0.598,Existing Customer
0.0,Existing Customer
0.756,Existing Customer
0.549,Existing Customer
0.683,Existing Customer
0.247,Existing Customer
0.866,Attrited Customer
0.717,Existing Customer
0.381,Existing Customer
0.237,Existing Customer
0.393,Existing Customer
0.0,Existing Customer
0.446,Attrited Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.0,Existing Customer
0.0,Attrited Customer
0.207,Attrited Customer
0.067,Existing Customer
0.0,Existing Customer
0.042,Existing Customer
0.0,Attrited Customer
0.639,Existing Customer
0.588,Existing Customer
0.0,Attrited Customer
0.351,Existing Customer
0.45,Existing Customer
0.85,Existing Customer
0.474,Existing Customer
0.504,Existing Customer
0.0,Existing Customer
0.72,Existing Customer
0.54,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.734,Existing Customer
0.829,Existing Customer
0.863,Existing Customer
0.0,Attrited Customer
0.717,Existing Customer
0.041,Existing Customer
0.141,Attrited Customer
0.697,Existing Customer
0.0,Existing Customer
0.138,Existing Customer
0.124,Existing Customer
0.023,Existing Customer
0.873,Existing Customer
0.041,Existing Customer
0.684,Existing Customer
0.625,Existing Customer
0.679,Existing Customer
0.024,Attrited Customer
0.294,Existing Customer
0.365,Existing Customer
0.355,Existing Customer
0.0,Existing Customer
0.031,Existing Customer
0.891,Attrited Customer
0.0,Existing Customer
0.055,Existing Customer
0.528,Existing Customer
0.557,Existing Customer
0.449,Existing Customer
0.788,Existing Customer
0.0,Attrited Customer
0.779,Existing Customer
0.622,Existing Customer
0.0,Existing Customer
0.513,Existing Customer
0.0,Attrited Customer
0.74,Existing Customer
0.692,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.0,Existing Customer
0.502,Existing Customer
0.416,Existing Customer
0.0,Attrited Customer
0.61,Existing Customer
0.762,Attrited Customer
0.0,Attrited Customer
0.348,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.33,Existing Customer
0.69,Existing Customer
0.244,Existing Customer
0.0,Existing Customer
0.843,Existing Customer
0.0,Existing Customer
0.283,Attrited Customer
0.732,Existing Customer
0.303,Existing Customer
0.719,Existing Customer
0.151,Existing Customer
0.471,Existing Customer
0.621,Existing Customer
0.983,Existing Customer
0.0,Existing Customer
0.523,Existing Customer
0.682,Existing Customer
0.029,Attrited Customer
0.0,Attrited Customer
0.721,Attrited Customer
0.45,Attrited Customer
0.066,Existing Customer
0.848,Existing Customer
0.079,Existing Customer
0.593,Existing Customer
0.325,Existing Customer
0.655,Existing Customer
0.0,Existing Customer
0.701,Existing Customer
0.705,Existing Customer
0.488,Existing Customer
0.071,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.532,Existing Customer
0.771,Attrited Customer
0.065,Existing Customer
0.0,Attrited Customer
0.733,Existing Customer
0.132,Existing Customer
0.0,Existing Customer
0.306,Existing Customer
0.816,Existing Customer
0.0,Existing Customer
0.246,Existing Customer
0.047,Existing Customer
0.0,Existing Customer
0.584,Attrited Customer
0.271,Existing Customer
0.072,Existing Customer
0.0,Existing Customer
0.636,Existing Customer
0.674,Existing Customer
0.614,Existing Customer
0.0,Attrited Customer
0.379,Attrited Customer
0.277,Existing Customer
0.688,Existing Customer
0.761,Existing Customer
0.0,Existing Customer
0.105,Existing Customer
0.679,Existing Customer
0.586,Existing Customer
0.032,Attrited Customer
0.0,Existing Customer
0.405,Existing Customer
0.64,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.0,Existing Customer
0.739,Existing Customer
0.209,Existing Customer
0.476,Existing Customer
0.662,Existing Customer
0.077,Existing Customer
0.329,Existing Customer
0.466,Existing Customer
0.0,Attrited Customer
0.097,Existing Customer
0.585,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.603,Existing Customer
0.517,Existing Customer
0.521,Existing Customer
0.0,Attrited Customer
0.383,Existing Customer
0.482,Existing Customer
0.179,Attrited Customer
0.0,Existing Customer
0.884,Existing Customer
0.0,Existing Customer
0.098,Existing Customer
0.128,Existing Customer
0.404,Existing Customer
0.057,Existing Customer
0.0,Existing Customer
0.563,Existing Customer
0.823,Existing Customer
0.834,Existing Customer
0.084,Existing Customer
0.561,Existing Customer
0.645,Existing Customer
0.726,Existing Customer
0.52,Existing Customer
0.0,Existing Customer
0.614,Existing Customer
0.235,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.193,Existing Customer
0.588,Attrited Customer
0.51,Existing Customer
0.0,Existing Customer
0.375,Existing Customer
0.599,Existing Customer
0.0,Attrited Customer
0.44,Existing Customer
0.478,Existing Customer
0.0,Existing Customer
0.709,Existing Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.0,Existing Customer
0.382,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.693,Existing Customer
0.078,Existing Customer
0.453,Existing Customer
0.296,Attrited Customer
0.11,Existing Customer
0.363,Attrited Customer
0.597,Existing Customer
0.0,Attrited Customer
0.254,Existing Customer
0.087,Existing Customer
0.577,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.443,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.629,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.525,Existing Customer
0.672,Existing Customer
0.163,Existing Customer
0.547,Existing Customer
0.558,Existing Customer
0.193,Existing Customer
0.563,Existing Customer
0.564,Existing Customer
0.0,Attrited Customer
0.346,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.401,Existing Customer
0.098,Existing Customer
0.545,Existing Customer
0.735,Existing Customer
0.389,Existing Customer
0.645,Existing Customer
0.567,Existing Customer
0.792,Existing Customer
0.856,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.0,Attrited Customer
0.568,Existing Customer
0.716,Existing Customer
0.299,Existing Customer
0.058,Existing Customer
0.751,Existing Customer
0.304,Attrited Customer
0.0,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.747,Existing Customer
0.0,Attrited Customer
0.413,Existing Customer
0.538,Existing Customer
0.244,Existing Customer
0.901,Existing Customer
0.059,Attrited Customer
0.107,Existing Customer
0.46,Existing Customer
0.0,Existing Customer
0.593,Existing Customer
0.239,Existing Customer
0.648,Existing Customer
0.427,Existing Customer
0.489,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.0,Attrited Customer
0.694,Existing Customer
0.0,Attrited Customer
0.491,Existing Customer
0.699,Existing Customer
0.732,Existing Customer
0.0,Existing Customer
0.05,Attrited Customer
0.126,Existing Customer
0.22,Existing Customer
0.1,Existing Customer
0.0,Attrited Customer
0.625,Existing Customer
0.0,Attrited Customer
0.455,Existing Customer
0.404,Existing Customer
0.581,Existing Customer
0.709,Existing Customer
0.151,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.318,Existing Customer
0.685,Existing Customer
0.566,Existing Customer
0.493,Existing Customer
0.0,Attrited Customer
0.899,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.867,Attrited Customer
0.234,Existing Customer
0.0,Existing Customer
0.04,Existing Customer
0.0,Attrited Customer
0.834,Attrited Customer
0.0,Existing Customer
0.0,Existing Customer
0.088,Existing Customer
0.0,Attrited Customer
0.618,Existing Customer
0.0,Attrited Customer
0.065,Existing Customer
0.988,Existing Customer
0.0,Attrited Customer
0.323,Existing Customer
0.0,Existing Customer
0.805,Existing Customer
0.067,Existing Customer
0.571,Attrited Customer
0.0,Existing Customer
0.684,Existing Customer
0.0,Attrited Customer
0.706,Existing Customer
0.044,Existing Customer
0.849,Attrited Customer
0.023,Existing Customer
0.0,Existing Customer
0.546,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.646,Existing Customer
0.645,Existing Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.191,Existing Customer
0.672,Existing Customer
0.411,Existing Customer
0.0,Existing Customer
0.695,Existing Customer
0.53,Existing Customer
0.12,Existing Customer
0.676,Existing Customer
0.03,Existing Customer
0.412,Existing Customer
0.801,Existing Customer
0.0,Attrited Customer
0.209,Existing Customer
0.0,Existing Customer
0.222,Existing Customer
0.006,Attrited Customer
0.091,Existing Customer
0.303,Attrited Customer
0.618,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.269,Existing Customer
0.86,Attrited Customer
0.262,Existing Customer
0.641,Attrited Customer
0.0,Existing Customer
0.066,Existing Customer
0.401,Existing Customer
0.279,Attrited Customer
0.0,Attrited Customer
0.543,Existing Customer
0.65,Existing Customer
0.0,Attrited Customer
0.679,Existing Customer
0.0,Existing Customer
0.2,Existing Customer
0.102,Existing Customer
0.0,Existing Customer
0.413,Attrited Customer
0.85,Attrited Customer
0.364,Existing Customer
0.466,Existing Customer
0.0,Attrited Customer
0.72,Existing Customer
0.0,Existing Customer
0.37,Existing Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.484,Existing Customer
0.361,Existing Customer
0.438,Existing Customer
0.0,Existing Customer
0.82,Existing Customer
0.571,Existing Customer
0.745,Existing Customer
0.0,Attrited Customer
0.941,Existing Customer
0.398,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.656,Existing Customer
0.0,Existing Customer
0.162,Existing Customer
0.0,Existing Customer
0.673,Existing Customer
0.108,Existing Customer
0.191,Existing Customer
0.0,Attrited Customer
0.765,Existing Customer
0.655,Existing Customer
0.77,Existing Customer
0.807,Attrited Customer
0.0,Attrited Customer
0.657,Existing Customer
0.545,Existing Customer
0.917,Existing Customer
0.0,Attrited Customer
0.408,Existing Customer
0.365,Existing Customer
0.0,Existing Customer
0.855,Attrited Customer
0.353,Existing Customer
0.613,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.0,Existing Customer
0.316,Attrited Customer
0.0,Attrited Customer
0.131,Existing Customer
0.0,Existing Customer
0.722,Existing Customer
0.0,Existing Customer
0.281,Existing Customer
0.715,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.684,Existing Customer
0.732,Existing Customer
0.925,Existing Customer
0.86,Existing Customer
0.148,Attrited Customer
0.0,Existing Customer
0.516,Existing Customer
0.0,Existing Customer
0.066,Existing Customer
0.555,Attrited Customer
0.692,Attrited Customer
0.127,Existing Customer
0.898,Existing Customer
0.0,Existing Customer
0.858,Attrited Customer
0.503,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.635,Existing Customer
0.533,Existing Customer
0.073,Attrited Customer
0.676,Existing Customer
0.0,Existing Customer
0.655,Existing Customer
0.462,Attrited Customer
0.0,Attrited Customer
0.085,Attrited Customer
0.283,Existing Customer
0.0,Existing Customer
0.463,Existing Customer
0.695,Existing Customer
0.597,Existing Customer
0.521,Existing Customer
0.694,Existing Customer
0.231,Existing Customer
0.57,Existing Customer
0.0,Existing Customer
0.743,Existing Customer
0.497,Existing Customer
0.449,Existing Customer
0.552,Existing Customer
0.0,Existing Customer
0.21,Existing Customer
0.0,Existing Customer
0.383,Existing Customer
0.673,Existing Customer
0.415,Existing Customer
0.0,Attrited Customer
0.068,Existing Customer
0.661,Existing Customer
0.565,Existing Customer
0.08,Existing Customer
0.647,Attrited Customer
0.0,Existing Customer
0.783,Existing Customer
0.046,Existing Customer
0.0,Attrited Customer
0.39,Existing Customer
0.581,Existing Customer
0.0,Attrited Customer
0.614,Existing Customer
0.809,Existing Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.435,Attrited Customer
0.474,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.0,Existing Customer
0.126,Existing Customer
0.132,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.408,Attrited Customer
0.0,Existing Customer
0.309,Existing Customer
0.669,Existing Customer
0.584,Existing Customer
0.778,Existing Customer
0.67,Existing Customer
0.442,Existing Customer
0.492,Existing Customer
0.811,Existing Customer
0.765,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.496,Existing Customer
0.0,Existing Customer
0.592,Existing Customer
0.0,Existing Customer
0.788,Existing Customer
0.898,Existing Customer
0.0,Attrited Customer
0.62,Existing Customer
0.596,Attrited Customer
0.651,Existing Customer
0.0,Attrited Customer
0.6,Existing Customer
0.808,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.828,Existing Customer
0.806,Existing Customer
0.0,Attrited Customer
0.1,Existing Customer
0.603,Existing Customer
0.167,Existing Customer
0.041,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.463,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.862,Existing Customer
0.202,Existing Customer
0.72,Existing Customer
0.498,Existing Customer
0.0,Existing Customer
0.758,Existing Customer
0.843,Existing Customer
0.605,Existing Customer
0.559,Existing Customer
0.826,Existing Customer
0.336,Existing Customer
0.13,Existing Customer
0.597,Existing Customer
0.475,Existing Customer
0.0,Existing Customer
0.433,Existing Customer
0.556,Existing Customer
0.734,Existing Customer
0.768,Existing Customer
0.0,Attrited Customer
0.338,Attrited Customer
0.431,Existing Customer
0.226,Existing Customer
0.0,Existing Customer
0.739,Existing Customer
0.0,Attrited Customer
0.505,Existing Customer
0.573,Existing Customer
0.78,Existing Customer
0.755,Existing Customer
0.194,Existing Customer
0.169,Attrited Customer
0.696,Existing Customer
0.515,Existing Customer
0.375,Existing Customer
0.426,Existing Customer
0.0,Existing Customer
0.443,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.767,Existing Customer
0.175,Existing Customer
0.0,Existing Customer
0.026,Existing Customer
0.915,Existing Customer
0.0,Attrited Customer
0.152,Existing Customer
0.26,Existing Customer
0.0,Attrited Customer
0.756,Existing Customer
0.0,Existing Customer
0.728,Existing Customer
0.0,Existing Customer
0.639,Existing Customer
0.428,Existing Customer
0.695,Existing Customer
0.452,Existing Customer
0.824,Existing Customer
0.529,Existing Customer
0.488,Attrited Customer
0.511,Existing Customer
0.768,Existing Customer
0.276,Existing Customer
0.96,Existing Customer
0.0,Existing Customer
0.488,Existing Customer
0.787,Existing Customer
0.972,Attrited Customer
0.0,Existing Customer
0.0,Existing Customer
0.479,Existing Customer
0.776,Existing Customer
0.0,Existing Customer
0.686,Existing Customer
0.32,Existing Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.749,Existing Customer
0.0,Existing Customer
0.166,Existing Customer
0.0,Attrited Customer
0.0,Attrited Customer
0.686,Existing Customer
0.815,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.545,Existing Customer
0.195,Existing Customer
0.563,Existing Customer
0.0,Existing Customer
0.631,Existing Customer
0.695,Existing Customer
0.045,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.343,Existing Customer
0.247,Existing Customer
0.344,Existing Customer
0.258,Attrited Customer
0.153,Existing Customer
0.351,Attrited Customer
0.0,Existing Customer
0.609,Existing Customer
0.558,Existing Customer
0.107,Existing Customer
0.25,Existing Customer
0.766,Attrited Customer
0.345,Existing Customer
0.264,Existing Customer
0.653,Existing Customer
0.796,Existing Customer
0.473,Existing Customer
0.01,Attrited Customer
0.847,Existing Customer
0.516,Existing Customer
0.136,Existing Customer
0.773,Existing Customer
0.413,Attrited Customer
0.802,Existing Customer
0.822,Existing Customer
0.532,Existing Customer
0.214,Existing Customer
0.0,Attrited Customer
0.688,Existing Customer
0.0,Existing Customer
0.175,Attrited Customer
0.531,Existing Customer
0.668,Existing Customer
0.178,Existing Customer
0.0,Existing Customer
0.928,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.556,Existing Customer
0.219,Existing Customer
0.948,Existing Customer
0.234,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.0,Existing Customer
0.594,Existing Customer
0.061,Existing Customer
0.679,Existing Customer
0.0,Existing Customer
0.0,Existing Customer
0.145,Existing Customer
0.238,Attrited Customer
0.466,Existing Customer
0.837,Existing Customer
0.709,Existing Customer
0.425,Existing Customer
0.521,Existing Customer
0.622,Existing Customer
0.674,Existing Customer
0.0,Attrited Customer
0.48,Existing Customer
0.83,Attrited Customer
0.0,Existing Customer
0.086,Existing Customer
0.753,Existing Customer
0.295,Existing Customer
0.239,Attrited Customer
0.341,Existing Customer
0.596,Existing Customer
0.706,Existing Customer
0.715,Existing Customer
0.063,Existing Customer
0.547,Existing Customer
0.964,Existing Customer
0.0,Existing Customer
0.358,Existing Customer
0.925,Attrited Customer
0.635,Existing Customer
0.279,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.0,Attrited Customer
0.795,Existing Customer
0.0,Existing Customer
0.71,Existing Customer
0.533,Existing Customer
0.826,Existing Customer
0.735,Existing Customer
0.21,Existing Customer
0.0,Attrited Customer
0.0,Existing Customer
0.0,Existing Customer
0.505,Existing Customer
0.497,Existing Customer
0.805,Attrited Customer
0.655,Existing Customer
0.0,Existing Customer
0.886,Attrited Customer
0.48,Existing Customer
0.072,Existing Customer
0.48,Existing Customer
0.465,Existing Customer
0.0,Existing Customer
0.525,Existing Customer
0.056,Attrited Customer
0.106,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.048,Existing Customer
0.196,Existing Customer
0.0,Existing Customer
0.691,Existing Customer
0.0,Existing Customer
0.144,Attrited Customer
0.2,Attrited Customer
0.606,Existing Customer
0.476,Existing Customer
0.837,Existing Customer
0.298,Existing Customer
0.086,Attrited Customer
0.077,Existing Customer
0.0,Existing Customer
0.227,Attrited Customer
0.105,Existing Customer
0.633,Existing Customer
0.792,Existing Customer
0.541,Existing Customer
0.0,Attrited Customer
0.547,Existing Customer
0.598,Existing Customer
0.348,Attrited Customer
0.743,Existing Customer
0.056,Existing Customer
0.089,Existing Customer
0.379,Existing Customer
0.0,Existing Customer
0.0,Attrited Customer
0.329,Existing Customer
0.0,Existing Customer
0.893,Existing Customer
0.0,Existing Customer
0.46,Existing Customer
0.752,Existing Customer
0.793,Attrited Customer
0.0,Attrited Customer
0.677,Existing Customer
